	H	Be	B	C	N	O	F	Ne	Na	Mg	Al	Si	P	S	Cl	K	Ca	Ti	V	Mn	Fe	Co	Ni	Cu	Zn	Ga	Br	Kr	Rb	Mo	Sn	Sb	Te	I	Xe	Cs	Ba	La	Ce	Pr	Nd	Eu	Gd	Tb	Dy	Ho	Lu	Ta	Au	Pb	Y
	1.008	9.0122	10.81	12.011	14.007	15.999	18.998	20.18	22.99	24.305	26.982	28.085	30.974	32.06	35.45	39.098	40.078	47.867	50.942	54938	55.845	58.933	58.693	63.546	65.38	69.723	79.904	83.798	85.468	95.95	118.71	121.76	127.6	126.9	131.29	132.91	137.33	138.91	140.12	140.91	144.24	151.96	157.25	158.93	162.5	164.93	174.97	180.95	196.97	207.2	88.906
